slide,tumor_150,tumor_287,tumor_377,tumor_450,cd4_150,cd4_287,cd4_377,cd4_450,cd8_150,cd8_287,cd8_377,cd8_450,foxp3_150,foxp3_287,foxp3_377,foxp3_450,pdmac_150,pdmac_287,pdmac_377,pdmac_450,other_150,other_287,other_377,other_450,y,n_cells_corrected
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__1441-13_HP_IM3_1_[20709,14349].npy",38.0,84.0,61.0,67.0,3.0,1.0,5.0,8.0,0.0,6.0,12.0,21.0,0.0,0.0,2.0,5.0,1.0,4.0,6.0,4.0,1.0,12.0,24.0,29.0,0.02631578947368421,3713.9566449232393
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39152-12_HP_IM3_1_[16116,8380].npy",17.0,29.0,58.0,40.0,2.0,4.0,3.0,3.0,6.0,15.0,9.0,17.0,5.0,13.0,10.0,6.0,0.0,0.0,0.0,0.0,9.0,27.0,20.0,28.0,0.0,3135.9365656012706
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__13040-13_HP_IM3_2_[11368,14655].npy",27.0,46.0,56.0,55.0,1.0,1.0,2.0,6.0,0.0,1.0,4.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,5.0,14.0,42.0,33.0,35.0,0.07407407407407407,3276.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__40362-12_HP_IM3_1_[18490,13722].npy",10.0,54.0,55.0,51.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,0.5,2549.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__4720-10_HP_IM3_10_[22455,13885.6].npy",15.0,28.0,44.0,55.0,1.0,1.0,1.0,2.0,2.0,6.0,9.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,29.0,69.0,41.0,39.0,0.0,3892.63385410614
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44053-12_HP_IM3_2_[11012,10391].npy",34.0,50.0,57.0,87.0,0.0,3.0,4.0,3.0,0.0,5.0,1.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,2.0,4.0,18.0,12.0,15.0,0.0,3006.6971418427124
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__3900-98_HP_IM3_15_[9628.7,15763.3].npy",32.0,117.0,105.0,83.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,6.0,8.0,2.0,15.0,4.0,2.0,1.0,4.0,1.0,0.0,2.0,8.0,1.0,3908.4713318625672
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__5371-14_HP_IM3_0_[22131,12300].npy",19.0,44.0,30.0,32.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,0.631578947368421,1393.8612992511596
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9614-13_HP_IM3_2_[13431,12567].npy",42.0,62.0,69.0,67.0,1.0,3.0,2.0,2.0,0.0,6.0,7.0,7.0,0.0,4.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,27.0,23.0,25.0,0.0,3299.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11332-09_HP_IM3_20_[8600.5,9744.6].npy",12.0,27.0,16.0,28.0,0.0,1.0,4.0,4.0,9.0,40.0,27.0,52.0,0.0,0.0,1.0,3.0,34.0,90.0,91.0,82.0,0.0,3.0,7.0,9.0,0.5,4183.981577361174
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24348-08_HP_IM3_0_[18585,8352].npy",14.0,26.0,21.0,19.0,1.0,9.0,1.0,6.0,2.0,17.0,14.0,19.0,0.0,2.0,2.0,5.0,0.0,1.0,2.0,8.0,17.0,58.0,68.0,57.0,0.0,3232.2302158273383
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18231-12_HP_IM3_0_[16550,6375].npy",28.0,53.0,41.0,39.0,1.0,2.0,0.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,3.0,1.0,5.0,13.0,0.07142857142857142,2656.302979892187
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39152-12_HP_IM3_2_[12474,19553].npy",14.0,15.0,16.0,14.0,2.0,2.0,7.0,1.0,0.0,10.0,11.0,11.0,0.0,9.0,5.0,10.0,0.0,5.0,7.0,6.0,15.0,46.0,40.0,44.0,0.0,3023.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__37678-12_HP_IM3_1_[14893,11539].npy",72.0,166.0,126.0,95.0,1.0,1.0,2.0,4.0,0.0,4.0,3.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,39.0,0.0,4053.321372253565
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__6236-13_HP_IM3_0_[24856,17859].npy",44.0,138.0,109.0,111.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,3668.606139500544
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",23.0,46.0,38.0,36.0,0.0,1.0,4.0,2.0,1.0,6.0,0.0,5.0,0.0,2.0,3.0,1.0,2.0,4.0,10.0,3.0,1.0,17.0,29.0,31.0,0.7826086956521741,2859.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__18918-09_HP_IM3_21_[19683.7,14920.1].npy",11.0,8.0,12.0,17.0,0.0,0.0,2.0,3.0,0.0,5.0,3.0,4.0,1.0,4.0,2.0,1.0,0.0,4.0,2.0,3.0,24.0,63.0,67.0,74.0,0.0,2644.5096555826613
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_1_[18730,17670].npy",45.0,99.0,74.0,71.0,0.0,5.0,8.0,0.0,1.0,5.0,2.0,5.0,0.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,4.0,18.0,30.0,34.0,0.0,3444.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__2777-13_HP_IM3_2_[20992,14605].npy",14.0,20.0,17.0,10.0,0.0,10.0,18.0,10.0,1.0,12.0,12.0,10.0,5.0,9.0,9.0,12.0,1.0,6.0,2.0,1.0,14.0,30.0,31.0,34.0,0.07142857142857142,2701.147261988187
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6431-10_HP_IM3_11_[16220.1,13885.6].npy",21.0,48.0,49.0,56.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,5.0,0.0,2.0,0.0,0.0,0.19047619047619047,1888.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__40362-12_HP_IM3_1_[18490,13722].npy",18.0,25.0,23.0,21.0,0.0,2.0,4.0,7.0,1.0,14.0,15.0,10.0,4.0,13.0,14.0,18.0,8.0,10.0,9.0,12.0,4.0,33.0,41.0,34.0,0.7777777777777778,2549.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18380-12_HP_IM3_2_[18902,11700].npy",10.0,19.0,17.0,9.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,12.0,26.0,0.0,1595.420335270758
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39552-12_HP_IM3_0_[15316,10191].npy",38.0,103.0,98.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.21052631578947367,2859.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_0_[20025,15449].npy",38.0,88.0,57.0,54.0,0.0,0.0,0.0,2.0,1.0,5.0,16.0,14.0,1.0,1.0,0.0,5.0,0.0,3.0,3.0,11.0,0.0,1.0,13.0,18.0,0.0,3556.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",16.0,35.0,28.0,33.0,2.0,6.0,2.0,4.0,9.0,20.0,33.0,22.0,0.0,7.0,16.0,17.0,1.0,5.0,5.0,12.0,6.0,36.0,41.0,53.0,1.0,3872.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6431-10_HP_IM3_8_[16220.1,13368.3].npy",22.0,71.0,70.0,56.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.045454545454545456,1807.1423064647831
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__13971-09_HP_IM3_18_[12756.5,14402.9].npy",16.0,22.0,37.0,40.0,0.0,2.0,1.0,1.0,12.0,28.0,16.0,10.0,1.0,4.0,2.0,0.0,12.0,13.0,23.0,16.0,27.0,87.0,57.0,51.0,1.0,3041.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9847-13_HP_IM3_0_[13264,15899].npy",17.0,72.0,50.0,56.0,2.0,2.0,0.0,1.0,5.0,3.0,4.0,11.0,2.0,1.0,3.0,0.0,6.0,8.0,3.0,5.0,7.0,17.0,19.0,18.0,0.0,2880.2275505627613
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__16182-09_HP_IM3_5_[18297.2,13368.3].npy",19.0,35.0,22.0,16.0,0.0,1.0,2.0,3.0,0.0,3.0,3.0,4.0,0.0,4.0,2.0,3.0,0.0,1.0,5.0,4.0,36.0,64.0,51.0,70.0,0.0,2787.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__14700-11_HP_IM3_20_[8600.5,12332.4].npy",34.0,95.0,88.0,71.0,2.0,0.0,4.0,2.0,5.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,22.0,8.0,20.0,0.0,3321.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__1441-13_HP_IM3_0_[19680,14583].npy",16.0,17.0,43.0,36.0,3.0,14.0,10.0,3.0,8.0,14.0,9.0,27.0,2.0,9.0,9.0,8.0,1.0,7.0,9.0,4.0,15.0,46.0,41.0,41.0,0.1875,3452.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__21964-09_HP_IM3_12_[13448.9,11297.8].npy",24.0,69.0,60.0,82.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,11.0,13.0,16.0,16.0,0.0,3005.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__3469-14_HP_IM3_10_[15527.7,11297.8].npy",17.0,40.0,45.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,18.0,32.0,0.6470588235294118,2305.71140105838
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__27375-11_HP_IM3_16_[14141.2,14402.9].npy",19.0,42.0,36.0,24.0,1.0,0.0,2.0,1.0,0.0,2.0,5.0,17.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,7.0,10.0,29.0,21.0,39.0,0.0,2343.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__3900-98_HP_IM3_15_[9628.7,15763.3].npy",34.0,94.0,113.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,15.0,4.0,5.0,11.0,9.0,2.0,2.0,0.0,6.0,0.0,4.0,1.0,3908.4713318625672
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6431-10_HP_IM3_8_[16220.1,13368.3].npy",12.0,57.0,61.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1807.1423064647831
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__21964-09_HP_IM3_17_[13448.9,9227.3].npy",21.0,45.0,44.0,46.0,1.0,9.0,8.0,7.0,11.0,12.0,7.0,7.0,0.0,6.0,7.0,4.0,2.0,1.0,0.0,0.0,19.0,47.0,35.0,45.0,0.0,2911.1381687966527
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__37097-12_HP_IM3_1_[9117,16826].npy",24.0,64.0,61.0,66.0,5.0,15.0,4.0,5.0,7.0,8.0,18.0,12.0,4.0,16.0,27.0,27.0,9.0,15.0,10.0,13.0,14.0,61.0,75.0,67.0,0.625,4123.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__15830-09_HP_IM3_18_[12756.5,9227.3].npy",12.0,35.0,41.0,45.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,9.0,11.0,18.0,26.0,0.25,2312.953372368068
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6184-98_HP_IM3_3_[17604.9,18026.5].npy",31.0,56.0,62.0,55.0,0.0,2.0,5.0,5.0,5.0,15.0,13.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,17.0,12.0,24.0,0.0,3357.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__5715-98_HP_IM3_10_[15527.7,8710].npy",19.0,48.0,48.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,4.0,9.0,30.0,34.0,38.0,0.0,3381.083779451977
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6431-10_HP_IM3_1_[16220.1,12851].npy",26.0,81.0,68.0,69.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2039.0521143679762
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__15515-12_HP_IM3_1_[16194,15216].npy",21.0,47.0,28.0,39.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,4.0,23.0,23.0,29.0,0.19047619047619047,2400.3979439562263
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__19497-09_HP_IM3_8_[16220.1,10780.5].npy",10.0,17.0,19.0,16.0,0.0,5.0,10.0,5.0,3.0,7.0,12.0,8.0,0.0,1.0,4.0,0.0,2.0,5.0,13.0,21.0,4.0,46.0,46.0,39.0,0.3,2575.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__37097-12_HP_IM3_1_[9117,16826].npy",18.0,41.0,37.0,42.0,2.0,4.0,4.0,2.0,0.0,15.0,17.0,16.0,2.0,5.0,4.0,4.0,3.0,13.0,8.0,15.0,6.0,34.0,45.0,42.0,0.16666666666666666,4123.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__13971-09_HP_IM3_18_[12756.5,14402.9].npy",38.0,94.0,110.0,92.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,0.0,5.0,11.0,18.0,0.2894736842105263,3041.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__16182-09_HP_IM3_23_[10677.6,12332.4].npy",20.0,27.0,16.0,19.0,1.0,2.0,3.0,3.0,0.0,1.0,6.0,3.0,0.0,3.0,1.0,7.0,0.0,6.0,2.0,0.0,5.0,43.0,80.0,51.0,0.0,2536.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__14672-09_HP_IM3_24_[14833.6,12332.4].npy",14.0,40.0,37.0,49.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,5.0,3.0,22.0,41.0,37.0,30.0,0.0,2639.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1578-77_HP_IM3_2_[6521.6,10263.2].npy",10.0,7.0,2.0,7.0,3.0,2.0,1.0,7.0,4.0,8.0,18.0,12.0,2.0,19.0,6.0,22.0,0.0,4.0,6.0,0.0,18.0,54.0,44.0,44.0,0.9,2539.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__30018-12_HP_IM3_0_[23805,15910].npy",35.0,92.0,78.0,78.0,1.0,4.0,4.0,1.0,2.0,4.0,5.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,14.0,12.0,0.0,2739.6257528190117
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-26-15__ES13 14468_HP_IM3_23_[30229.3,13124.3].npy",23.0,38.0,37.0,42.0,0.0,7.0,5.0,0.0,14.0,28.0,42.0,24.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,8.0,12.0,7.0,1.0,2578.323060651373
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__39152-12_HP_IM3_2_[12474,19553].npy",21.0,75.0,68.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,3023.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6431-10_HP_IM3_1_[16220.1,12851].npy",21.0,52.0,58.0,79.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.047619047619047616,2039.0521143679762
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11329-10_HP_IM3_12_[9985.2,19061.1].npy",42.0,80.0,60.0,60.0,0.0,0.0,4.0,3.0,1.0,8.0,7.0,9.0,0.0,1.0,7.0,1.0,0.0,3.0,5.0,2.0,11.0,44.0,50.0,53.0,0.0,3778.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-26-15__ES13 27438_HP_IM3_17_[33000.5,12607.1].npy",12.0,34.0,20.0,18.0,5.0,8.0,9.0,13.0,14.0,31.0,25.0,22.0,0.0,0.0,0.0,0.0,3.0,18.0,24.0,21.0,14.0,43.0,49.0,56.0,0.9166666666666666,3920.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_1_[12029,14621].npy",36.0,92.0,100.0,72.0,0.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,48.0,47.0,36.0,0.0,2759.202699131776
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__5371-14_HP_IM3_2_[18652,13128].npy",14.0,36.0,30.0,39.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,8.0,9.0,0.0,0.0,6.0,11.0,0.6428571428571429,1544.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__19497-09_HP_IM3_17_[16912.5,11815.1].npy",11.0,36.0,16.0,24.0,2.0,3.0,6.0,6.0,0.0,4.0,2.0,6.0,0.0,2.0,1.0,2.0,2.0,1.0,7.0,4.0,21.0,24.0,35.0,34.0,0.18181818181818185,3042.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__15830-09_HP_IM3_10_[12064.1,13885.6].npy",20.0,47.0,43.0,32.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,7.0,7.0,19.0,29.0,34.0,0.1,2303.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9847-13_HP_IM3_2_[12291,17348].npy",21.0,91.0,80.0,60.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2489.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__17191-98_HP_IM3_14_[14833.6,16473.3].npy",17.0,44.0,40.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,27.0,17.0,22.0,0.1176470588235294,2721.506364339481
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__5798-07_HP_IM3_11_[7551.5,12658.2].npy",13.0,14.0,24.0,16.0,0.0,0.0,0.0,0.0,11.0,14.0,20.0,11.0,7.0,30.0,25.0,22.0,1.0,2.0,0.0,2.0,17.0,43.0,39.0,36.0,0.9230769230769232,2682.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-26-15__ES13 14468_HP_IM3_23_[30229.3,13124.3].npy",26.0,56.0,64.0,34.0,1.0,2.0,1.0,1.0,15.0,34.0,18.0,39.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,2578.323060651373
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9614-13_HP_IM3_1_[13842,17737].npy",33.0,70.0,79.0,79.0,0.0,4.0,3.0,2.0,1.0,6.0,11.0,12.0,1.0,5.0,11.0,9.0,0.0,0.0,0.0,0.0,11.0,56.0,52.0,61.0,0.030303030303030307,4413.360646038386
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__34149-12_HP_IM3_1_[24861,12878].npy",20.0,42.0,45.0,65.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,10.0,8.0,10.0,0.2,3033.4699839006817
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__42724-12_HP_IM3_0_[12207,13566].npy",20.0,42.0,48.0,23.0,0.0,7.0,4.0,4.0,9.0,20.0,6.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,11.0,18.0,18.0,0.7,1732.0538395382816
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__27375-11_HP_IM3_16_[14141.2,14402.9].npy",18.0,40.0,53.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,14.0,22.0,16.0,0.1111111111111111,2343.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__38893-12_HP_IM3_2_[14837,9391].npy",20.0,58.0,61.0,65.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,3.0,0.0,2876.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-26-15__ES13 19009_HP_IM3_5_[23994.4,11572.5].npy",13.0,26.0,18.0,17.0,2.0,1.0,4.0,4.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,17.0,14.0,24.0,1.0,1594.241171264718
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__20701-07_HP_IM3_9_[12064.1,21131.6].npy",30.0,63.0,53.0,50.0,0.0,1.0,3.0,4.0,0.0,9.0,14.0,8.0,0.0,3.0,4.0,9.0,0.0,3.0,6.0,4.0,1.0,14.0,22.0,32.0,0.2333333333333333,2751.4794673576976
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1781-10_HP_IM3_17_[23839.7,6639.6].npy",25.0,63.0,54.0,64.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,16.0,20.0,20.0,0.0,3651.5995048528007
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__35626-11_HP_IM3_13_[10677.6,11297.8].npy",22.0,26.0,27.0,27.0,1.0,7.0,6.0,10.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,8.0,7.0,8.0,4.0,29.0,44.0,43.0,0.045454545454545456,3287.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__6236-13_HP_IM3_2_[15566,12661].npy",55.0,120.0,97.0,89.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.03636363636363636,3277.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__17191-98_HP_IM3_10_[15527.7,13885.6].npy",13.0,21.0,37.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,22.0,16.0,10.0,0.07692307692307693,2335.6566452908332
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__7771-09_HP_IM3_13_[21068.5,11297.8].npy",10.0,28.0,10.0,13.0,1.0,4.0,2.0,6.0,2.0,7.0,5.0,11.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,7.0,23.0,45.0,35.0,1.0,2221.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__15830-09_HP_IM3_11_[12756.5,8710].npy",23.0,26.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,21.0,40.0,27.0,35.0,0.043478260869565216,2281.3575036094994
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__20583-12_HP_IM3_2_[15649,10257].npy",35.0,90.0,69.0,61.0,1.0,2.0,2.0,3.0,0.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,19.0,0.0,2226.650114768281
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__3900-98_HP_IM3_15_[9628.7,15763.3].npy",19.0,77.0,78.0,71.0,0.0,1.0,0.0,1.0,5.0,40.0,30.0,33.0,14.0,19.0,28.0,34.0,9.0,15.0,12.0,14.0,4.0,11.0,15.0,16.0,1.0,3908.4713318625672
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__4866-05_HP_IM3_0_[9061,17076].npy",13.0,30.0,23.0,41.0,1.0,1.0,1.0,1.0,3.0,7.0,7.0,6.0,2.0,7.0,9.0,12.0,0.0,4.0,7.0,4.0,11.0,25.0,20.0,28.0,0.0,2749.0
