slide,tumor_150,tumor_287,tumor_377,tumor_450,cd4_150,cd4_287,cd4_377,cd4_450,cd8_150,cd8_287,cd8_377,cd8_450,foxp3_150,foxp3_287,foxp3_377,foxp3_450,pdmac_150,pdmac_287,pdmac_377,pdmac_450,other_150,other_287,other_377,other_450,y,n_cells_corrected,unscored_overlap
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24348-08_HP_IM3_0_[18585,8352].npy",0.0,3.0,12.0,15.0,3.0,11.0,10.0,6.0,6.0,19.0,19.0,15.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,37.0,101.0,76.0,67.0,-1.0,3232.230215827338,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24348-08_HP_IM3_0_[18585,8352].npy",14.0,25.0,15.0,11.0,0.0,5.0,5.0,8.0,3.0,10.0,20.0,12.0,0.0,3.0,1.0,0.0,0.0,4.0,10.0,8.0,15.0,45.0,57.0,56.0,0.5,3232.230215827338,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24348-08_HP_IM3_0_[18585,8352].npy",7.0,30.0,34.0,23.0,0.0,0.0,2.0,3.0,0.0,1.0,6.0,12.0,0.0,0.0,1.0,1.0,12.0,13.0,8.0,3.0,0.0,1.0,21.0,24.0,0.8571428571428571,3232.230215827338,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24348-08_HP_IM3_0_[18585,8352].npy",14.0,26.0,21.0,19.0,1.0,9.0,1.0,6.0,2.0,17.0,14.0,19.0,0.0,2.0,2.0,5.0,0.0,1.0,2.0,8.0,17.0,58.0,68.0,57.0,0.0,3232.230215827338,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24348-08_HP_IM3_0_[18585,8352].npy",11.0,38.0,36.0,26.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,5.0,7.0,5.0,4.0,0.0,3.0,20.0,28.0,0.7272727272727273,3232.230215827338,6262
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24348-08_HP_IM3_0_[18585,8352].npy",1.0,0.0,0.0,0.0,4.0,17.0,16.0,1.0,12.0,45.0,36.0,29.0,6.0,30.0,28.0,14.0,0.0,0.0,0.0,0.0,38.0,82.0,93.0,92.0,1.0,3232.230215827338,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24348-08_HP_IM3_0_[18585,8352].npy",7.0,23.0,20.0,26.0,0.0,1.0,1.0,4.0,0.0,2.0,5.0,13.0,0.0,0.0,0.0,0.0,4.0,12.0,12.0,3.0,0.0,6.0,25.0,28.0,1.0,3232.230215827338,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24348-08_HP_IM3_0_[18585,8352].npy",18.0,45.0,32.0,25.0,1.0,1.0,6.0,1.0,1.0,4.0,10.0,18.0,0.0,0.0,2.0,3.0,1.0,3.0,7.0,9.0,0.0,5.0,18.0,42.0,0.8888888888888888,3232.230215827338,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24348-08_HP_IM3_0_[18585,8352].npy",0.0,0.0,0.0,10.0,6.0,9.0,11.0,10.0,6.0,37.0,26.0,20.0,6.0,8.0,12.0,9.0,0.0,0.0,0.0,0.0,40.0,99.0,93.0,109.0,-1.0,3232.230215827338,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24348-08_HP_IM3_0_[18585,8352].npy",4.0,21.0,27.0,29.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,4.0,15.0,14.0,12.0,0.0,2.0,6.0,6.0,1.0,3232.230215827338,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",0.0,6.0,30.0,29.0,1.0,5.0,4.0,3.0,22.0,49.0,34.0,33.0,19.0,13.0,17.0,6.0,6.0,19.0,23.0,18.0,12.0,40.0,10.0,19.0,-1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",0.0,0.0,0.0,0.0,1.0,6.0,6.0,4.0,10.0,34.0,37.0,39.0,1.0,18.0,15.0,12.0,16.0,31.0,28.0,30.0,8.0,21.0,28.0,20.0,-1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",33.0,64.0,81.0,87.0,1.0,0.0,2.0,1.0,2.0,7.0,9.0,13.0,2.0,6.0,4.0,3.0,6.0,12.0,7.0,7.0,1.0,4.0,5.0,8.0,0.12121212121212122,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",0.0,0.0,0.0,0.0,1.0,4.0,6.0,6.0,8.0,15.0,13.0,42.0,0.0,2.0,12.0,6.0,10.0,42.0,42.0,30.0,13.0,24.0,19.0,26.0,-1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",44.0,122.0,118.0,95.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,12.0,1.0,1.0,0.0,7.0,4.0,18.0,10.0,19.0,0.0,0.0,0.0,3.0,0.75,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",38.0,112.0,122.0,113.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.02631578947368421,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",6.0,53.0,76.0,79.0,0.0,3.0,4.0,3.0,6.0,22.0,15.0,18.0,2.0,3.0,5.0,6.0,9.0,11.0,12.0,11.0,3.0,11.0,9.0,8.0,0.6666666666666666,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",0.0,1.0,16.0,19.0,0.0,4.0,5.0,4.0,33.0,60.0,33.0,29.0,2.0,9.0,12.0,9.0,5.0,4.0,15.0,14.0,15.0,26.0,28.0,25.0,-1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",0.0,1.0,3.0,17.0,2.0,3.0,7.0,3.0,18.0,50.0,51.0,22.0,3.0,7.0,12.0,12.0,3.0,28.0,14.0,20.0,9.0,30.0,29.0,24.0,-1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",14.0,41.0,38.0,32.0,2.0,3.0,2.0,3.0,16.0,27.0,37.0,34.0,1.0,15.0,20.0,15.0,4.0,6.0,14.0,22.0,7.0,28.0,13.0,16.0,1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",0.0,2.0,0.0,0.0,4.0,5.0,3.0,7.0,7.0,19.0,2.0,17.0,5.0,6.0,5.0,7.0,31.0,40.0,50.0,48.0,9.0,11.0,15.0,19.0,-1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",45.0,88.0,72.0,66.0,0.0,3.0,2.0,0.0,0.0,12.0,10.0,19.0,0.0,3.0,6.0,5.0,2.0,5.0,19.0,18.0,0.0,1.0,4.0,9.0,0.35555555555555557,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",44.0,109.0,80.0,83.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,10.0,0.0,4.0,4.0,3.0,0.0,4.0,2.0,7.0,0.0,3.0,5.0,6.0,0.045454545454545456,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",0.0,0.0,0.0,0.0,5.0,2.0,9.0,6.0,3.0,11.0,27.0,25.0,3.0,9.0,3.0,6.0,13.0,57.0,55.0,52.0,2.0,16.0,21.0,24.0,-1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",36.0,79.0,77.0,69.0,0.0,3.0,2.0,0.0,3.0,17.0,15.0,19.0,1.0,7.0,6.0,7.0,2.0,16.0,14.0,10.0,0.0,6.0,9.0,4.0,0.9166666666666666,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",43.0,113.0,114.0,76.0,0.0,0.0,4.0,3.0,4.0,7.0,9.0,10.0,0.0,5.0,2.0,6.0,10.0,22.0,4.0,7.0,0.0,0.0,5.0,5.0,0.9302325581395349,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",43.0,104.0,82.0,69.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,17.0,1.0,1.0,2.0,2.0,0.0,3.0,16.0,5.0,0.0,2.0,0.0,5.0,0.06976744186046512,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",0.0,2.0,8.0,15.0,1.0,4.0,9.0,4.0,21.0,37.0,42.0,54.0,7.0,29.0,14.0,9.0,10.0,25.0,22.0,20.0,13.0,26.0,17.0,33.0,-1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",0.0,0.0,2.0,0.0,3.0,4.0,6.0,3.0,7.0,28.0,36.0,32.0,3.0,3.0,17.0,24.0,15.0,40.0,36.0,38.0,5.0,16.0,29.0,18.0,-1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",1.0,31.0,74.0,86.0,2.0,1.0,2.0,1.0,15.0,30.0,19.0,23.0,4.0,15.0,13.0,7.0,7.0,19.0,7.0,7.0,6.0,14.0,14.0,7.0,1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",24.0,50.0,43.0,52.0,2.0,6.0,2.0,2.0,10.0,54.0,38.0,26.0,3.0,6.0,16.0,11.0,3.0,10.0,12.0,15.0,6.0,15.0,15.0,16.0,0.9166666666666666,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",10.0,38.0,41.0,40.0,4.0,2.0,2.0,6.0,11.0,58.0,38.0,30.0,8.0,13.0,9.0,12.0,2.0,7.0,14.0,19.0,9.0,23.0,17.0,19.0,1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",2.0,26.0,16.0,54.0,1.0,6.0,3.0,6.0,20.0,37.0,37.0,25.0,11.0,16.0,11.0,12.0,7.0,15.0,19.0,15.0,10.0,23.0,23.0,14.0,1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",8.0,65.0,89.0,84.0,2.0,1.0,1.0,1.0,11.0,11.0,11.0,7.0,4.0,8.0,3.0,4.0,6.0,13.0,7.0,10.0,4.0,10.0,3.0,1.0,0.875,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",9.0,55.0,64.0,86.0,1.0,2.0,3.0,4.0,10.0,25.0,21.0,13.0,0.0,3.0,11.0,8.0,9.0,7.0,12.0,8.0,2.0,15.0,11.0,4.0,0.4444444444444444,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",24.0,61.0,75.0,77.0,0.0,2.0,1.0,3.0,6.0,14.0,19.0,13.0,3.0,7.0,6.0,3.0,2.0,11.0,13.0,10.0,3.0,12.0,6.0,7.0,0.041666666666666664,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,7.0,18.0,37.0,55.0,1.0,6.0,4.0,5.0,12.0,16.0,19.0,28.0,16.0,27.0,27.0,33.0,-1.0,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_2_[21431,14744].npy",41.0,93.0,58.0,61.0,0.0,2.0,6.0,1.0,3.0,14.0,23.0,35.0,1.0,2.0,8.0,16.0,0.0,5.0,12.0,14.0,0.0,6.0,11.0,15.0,0.7317073170731707,3466.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",0.0,7.0,11.0,11.0,3.0,13.0,7.0,7.0,16.0,36.0,38.0,39.0,10.0,14.0,12.0,15.0,2.0,5.0,11.0,4.0,26.0,58.0,48.0,57.0,-1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",0.0,2.0,17.0,9.0,0.0,4.0,2.0,4.0,18.0,36.0,43.0,33.0,4.0,26.0,14.0,19.0,1.0,5.0,4.0,5.0,24.0,62.0,57.0,55.0,-1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",0.0,6.0,8.0,13.0,3.0,9.0,4.0,10.0,22.0,46.0,41.0,24.0,11.0,12.0,20.0,12.0,0.0,7.0,9.0,7.0,26.0,60.0,58.0,42.0,-1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",11.0,37.0,27.0,21.0,2.0,5.0,2.0,6.0,23.0,50.0,34.0,28.0,14.0,13.0,12.0,17.0,0.0,0.0,5.0,8.0,15.0,25.0,46.0,64.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",19.0,26.0,38.0,29.0,0.0,3.0,2.0,1.0,4.0,26.0,28.0,36.0,0.0,14.0,7.0,16.0,5.0,10.0,11.0,2.0,11.0,65.0,39.0,41.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",0.0,4.0,19.0,14.0,1.0,3.0,2.0,6.0,19.0,45.0,30.0,33.0,10.0,22.0,17.0,9.0,5.0,11.0,10.0,6.0,30.0,65.0,49.0,48.0,-1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",7.0,21.0,30.0,28.0,6.0,4.0,4.0,9.0,9.0,32.0,22.0,20.0,10.0,9.0,13.0,13.0,3.0,6.0,5.0,7.0,15.0,50.0,34.0,45.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",17.0,39.0,29.0,28.0,0.0,2.0,2.0,6.0,3.0,35.0,35.0,25.0,2.0,6.0,8.0,14.0,0.0,2.0,8.0,4.0,7.0,46.0,54.0,52.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",0.0,0.0,2.0,1.0,1.0,10.0,10.0,8.0,25.0,32.0,44.0,39.0,3.0,13.0,20.0,19.0,2.0,4.0,5.0,9.0,21.0,76.0,56.0,55.0,-1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",0.0,10.0,31.0,16.0,1.0,4.0,2.0,4.0,6.0,21.0,18.0,27.0,0.0,9.0,8.0,11.0,0.0,2.0,4.0,10.0,36.0,48.0,44.0,58.0,-1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",11.0,25.0,16.0,22.0,3.0,2.0,12.0,11.0,13.0,42.0,42.0,41.0,4.0,18.0,28.0,14.0,2.0,6.0,3.0,5.0,15.0,38.0,56.0,38.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",16.0,35.0,28.0,33.0,2.0,6.0,2.0,4.0,9.0,20.0,33.0,22.0,0.0,7.0,16.0,17.0,1.0,5.0,5.0,12.0,6.0,36.0,41.0,53.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",0.0,24.0,48.0,40.0,1.0,4.0,3.0,5.0,30.0,47.0,28.0,26.0,11.0,18.0,11.0,3.0,0.0,2.0,1.0,8.0,32.0,53.0,18.0,22.0,-1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",2.0,11.0,4.0,6.0,1.0,2.0,4.0,3.0,9.0,32.0,26.0,23.0,4.0,6.0,13.0,4.0,1.0,0.0,9.0,8.0,24.0,57.0,45.0,57.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",1.0,19.0,14.0,15.0,7.0,11.0,5.0,7.0,10.0,32.0,44.0,50.0,15.0,16.0,20.0,11.0,3.0,6.0,7.0,9.0,20.0,48.0,52.0,46.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",4.0,19.0,6.0,13.0,3.0,3.0,4.0,2.0,8.0,28.0,38.0,40.0,8.0,20.0,11.0,20.0,0.0,5.0,8.0,7.0,12.0,54.0,58.0,66.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",11.0,5.0,1.0,6.0,0.0,2.0,7.0,6.0,12.0,26.0,27.0,28.0,6.0,8.0,9.0,1.0,1.0,3.0,3.0,3.0,9.0,56.0,59.0,84.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",0.0,9.0,21.0,15.0,1.0,5.0,5.0,2.0,21.0,53.0,30.0,44.0,7.0,21.0,11.0,18.0,10.0,13.0,8.0,1.0,27.0,55.0,72.0,50.0,-1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",13.0,32.0,25.0,13.0,1.0,4.0,6.0,2.0,6.0,29.0,26.0,40.0,5.0,12.0,17.0,10.0,1.0,12.0,10.0,7.0,15.0,54.0,39.0,57.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",1.0,4.0,2.0,1.0,1.0,2.0,8.0,13.0,15.0,44.0,46.0,42.0,10.0,18.0,23.0,23.0,2.0,3.0,5.0,1.0,25.0,51.0,52.0,56.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",0.0,0.0,7.0,11.0,3.0,5.0,3.0,3.0,9.0,33.0,30.0,36.0,4.0,9.0,9.0,10.0,1.0,5.0,5.0,6.0,28.0,64.0,52.0,44.0,-1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",10.0,15.0,8.0,6.0,0.0,3.0,12.0,8.0,8.0,31.0,32.0,47.0,0.0,21.0,23.0,21.0,6.0,2.0,4.0,5.0,15.0,52.0,63.0,57.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",4.0,15.0,19.0,33.0,1.0,4.0,2.0,0.0,10.0,28.0,30.0,31.0,3.0,7.0,4.0,5.0,2.0,5.0,9.0,6.0,21.0,64.0,48.0,29.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",11.0,49.0,12.0,22.0,0.0,3.0,6.0,7.0,7.0,22.0,46.0,51.0,6.0,9.0,14.0,10.0,2.0,2.0,5.0,5.0,15.0,33.0,51.0,52.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",10.0,21.0,14.0,15.0,3.0,8.0,6.0,6.0,20.0,35.0,49.0,33.0,4.0,16.0,22.0,23.0,2.0,7.0,2.0,2.0,9.0,37.0,67.0,56.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",11.0,17.0,10.0,28.0,1.0,4.0,9.0,2.0,8.0,28.0,33.0,34.0,4.0,17.0,16.0,15.0,1.0,5.0,5.0,7.0,22.0,53.0,55.0,43.0,0.9090909090909091,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",1.0,4.0,10.0,12.0,1.0,7.0,7.0,3.0,14.0,27.0,28.0,36.0,1.0,10.0,14.0,12.0,4.0,6.0,1.0,2.0,21.0,54.0,61.0,70.0,1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__871-14_HP_IM3_22_[13448.9,17507.9].npy",0.0,22.0,14.0,14.0,3.0,4.0,3.0,5.0,6.0,21.0,36.0,36.0,3.0,7.0,12.0,12.0,2.0,3.0,3.0,7.0,25.0,45.0,45.0,58.0,-1.0,3872.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",43.0,64.0,56.0,58.0,0.0,5.0,1.0,3.0,1.0,5.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,16.0,38.0,28.0,41.0,0.0,3542.5522606200902,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",5.0,10.0,14.0,12.0,0.0,0.0,2.0,2.0,0.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,15.0,32.0,37.0,0.0,3542.5522606200902,55552
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",5.0,18.0,39.0,62.0,2.0,3.0,4.0,3.0,0.0,8.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,16.0,50.0,48.0,54.0,0.0,3542.5522606200902,993
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",52.0,118.0,122.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,14.0,15.0,34.0,0.0,3542.5522606200902,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",1.0,17.0,30.0,40.0,4.0,8.0,6.0,4.0,2.0,8.0,5.0,4.0,2.0,4.0,0.0,4.0,1.0,1.0,0.0,2.0,46.0,88.0,70.0,55.0,0.0,3542.5522606200902,9556
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",9.0,15.0,12.0,30.0,0.0,4.0,5.0,2.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,53.0,52.0,50.0,0.0,3542.5522606200902,20400
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",48.0,105.0,82.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,58.0,61.0,39.0,0.0,3542.5522606200902,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",35.0,126.0,114.0,110.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,33.0,37.0,0.0,3542.5522606200902,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",42.0,105.0,108.0,108.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,23.0,25.0,42.0,0.0,3542.5522606200902,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",7.0,36.0,50.0,35.0,1.0,3.0,1.0,3.0,4.0,5.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,26.0,32.0,31.0,33.0,0.14285714285714285,3542.5522606200902,13645
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",53.0,119.0,101.0,105.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,9.0,12.0,5.0,0.018867924528301886,3542.5522606200902,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",47.0,117.0,109.0,123.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,6.0,13.0,0.0,3542.5522606200902,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",44.0,57.0,51.0,64.0,0.0,3.0,5.0,3.0,2.0,4.0,3.0,8.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,12.0,30.0,30.0,19.0,0.0,3542.5522606200902,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_2_[11991,15155].npy",43.0,121.0,114.0,85.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,36.0,36.0,0.06976744186046512,3542.5522606200902,0
