slide,tumor_150,tumor_287,tumor_377,tumor_450,cd4_150,cd4_287,cd4_377,cd4_450,cd8_150,cd8_287,cd8_377,cd8_450,foxp3_150,foxp3_287,foxp3_377,foxp3_450,pdmac_150,pdmac_287,pdmac_377,pdmac_450,other_150,other_287,other_377,other_450,y,n_cells_corrected,unscored_overlap
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",3.0,8.0,11.0,20.0,1.0,16.0,19.0,13.0,11.0,13.0,25.0,14.0,17.0,24.0,24.0,25.0,0.0,0.0,0.0,0.0,15.0,60.0,50.0,49.0,0.3333333333333333,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",1.0,4.0,8.0,9.0,0.0,1.0,3.0,9.0,9.0,22.0,14.0,18.0,3.0,10.0,9.0,25.0,0.0,0.0,2.0,2.0,11.0,32.0,25.0,32.0,0.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,11.0,20.0,24.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,1.0,23.0,44.0,31.0,34.0,-1.0,2661.3255280554836,11714
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,1.0,8.0,10.0,2.0,9.0,8.0,11.0,6.0,13.0,33.0,26.0,5.0,11.0,15.0,18.0,0.0,2.0,0.0,0.0,17.0,73.0,54.0,68.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,1.0,4.0,7.0,8.0,17.0,19.0,14.0,11.0,16.0,33.0,27.0,8.0,37.0,41.0,26.0,0.0,1.0,1.0,0.0,31.0,72.0,59.0,59.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,0.0,0.0,3.0,14.0,25.0,20.0,14.0,8.0,17.0,22.0,26.0,25.0,47.0,37.0,31.0,1.0,2.0,1.0,1.0,18.0,61.0,48.0,66.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,3.0,3.0,3.0,0.0,13.0,24.0,35.0,17.0,28.0,26.0,47.0,7.0,40.0,42.0,20.0,0.0,2.0,1.0,0.0,29.0,70.0,58.0,41.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",12.0,30.0,16.0,19.0,1.0,1.0,8.0,4.0,3.0,11.0,9.0,10.0,1.0,7.0,9.0,7.0,0.0,0.0,1.0,1.0,12.0,30.0,33.0,43.0,0.5,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",6.0,11.0,2.0,9.0,1.0,1.0,4.0,2.0,5.0,24.0,9.0,18.0,2.0,17.0,7.0,5.0,0.0,2.0,0.0,0.0,9.0,23.0,26.0,29.0,0.8333333333333334,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",4.0,18.0,16.0,23.0,0.0,7.0,4.0,16.0,2.0,15.0,14.0,6.0,4.0,10.0,24.0,21.0,0.0,0.0,2.0,0.0,14.0,44.0,35.0,32.0,0.25,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,7.0,11.0,5.0,1.0,2.0,3.0,7.0,9.0,11.0,18.0,15.0,2.0,10.0,11.0,14.0,0.0,0.0,0.0,0.0,8.0,32.0,30.0,25.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,1.0,0.0,7.0,3.0,20.0,13.0,16.0,4.0,25.0,34.0,19.0,9.0,43.0,26.0,23.0,1.0,2.0,3.0,1.0,13.0,40.0,46.0,41.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",10.0,13.0,20.0,17.0,0.0,3.0,5.0,4.0,2.0,9.0,14.0,16.0,0.0,6.0,10.0,9.0,0.0,1.0,2.0,0.0,14.0,49.0,56.0,60.0,0.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,10.0,3.0,11.0,4.0,3.0,4.0,6.0,0.0,14.0,16.0,8.0,1.0,8.0,5.0,9.0,1.0,0.0,0.0,1.0,23.0,47.0,33.0,44.0,-1.0,2661.3255280554836,13102
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",2.0,20.0,7.0,9.0,2.0,8.0,7.0,7.0,19.0,15.0,30.0,29.0,7.0,7.0,6.0,10.0,1.0,0.0,1.0,0.0,18.0,41.0,35.0,33.0,0.5,2661.3255280554836,10707
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",7.0,12.0,11.0,9.0,1.0,10.0,7.0,3.0,11.0,42.0,31.0,31.0,4.0,19.0,15.0,25.0,0.0,1.0,0.0,1.0,16.0,42.0,35.0,37.0,1.0,2661.3255280554836,1388
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,5.0,5.0,8.0,1.0,7.0,11.0,11.0,13.0,26.0,20.0,19.0,0.0,20.0,24.0,16.0,2.0,0.0,1.0,5.0,16.0,47.0,33.0,35.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,0.0,1.0,3.0,5.0,16.0,12.0,14.0,11.0,17.0,26.0,39.0,7.0,26.0,25.0,40.0,0.0,2.0,1.0,4.0,24.0,67.0,54.0,53.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,1.0,3.0,5.0,17.0,35.0,13.0,8.0,5.0,21.0,26.0,16.0,24.0,65.0,35.0,22.0,0.0,0.0,3.0,0.0,17.0,57.0,67.0,61.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,4.0,1.0,2.0,6.0,9.0,16.0,8.0,11.0,42.0,35.0,39.0,17.0,22.0,18.0,42.0,1.0,0.0,3.0,0.0,21.0,67.0,61.0,52.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,10.0,10.0,8.0,1.0,5.0,7.0,6.0,8.0,12.0,14.0,16.0,2.0,14.0,16.0,18.0,0.0,2.0,0.0,0.0,13.0,41.0,41.0,32.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",9.0,15.0,5.0,1.0,0.0,3.0,0.0,3.0,5.0,30.0,16.0,29.0,1.0,6.0,9.0,11.0,0.0,1.0,2.0,1.0,9.0,20.0,30.0,36.0,0.3333333333333333,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",1.0,19.0,16.0,16.0,2.0,9.0,12.0,11.0,13.0,27.0,8.0,7.0,11.0,18.0,21.0,20.0,0.0,1.0,1.0,0.0,37.0,53.0,52.0,55.0,1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,1.0,7.0,9.0,4.0,20.0,22.0,10.0,8.0,17.0,11.0,13.0,14.0,36.0,32.0,30.0,1.0,2.0,0.0,0.0,22.0,55.0,37.0,30.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",6.0,3.0,4.0,6.0,5.0,12.0,10.0,3.0,18.0,59.0,26.0,22.0,8.0,17.0,24.0,16.0,0.0,0.0,2.0,1.0,15.0,66.0,53.0,66.0,1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",5.0,25.0,36.0,34.0,2.0,9.0,3.0,0.0,6.0,9.0,5.0,1.0,1.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,19.0,31.0,24.0,19.0,0.2,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",4.0,6.0,12.0,19.0,5.0,3.0,3.0,0.0,2.0,13.0,12.0,11.0,9.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,10.0,34.0,30.0,34.0,0.5,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__893-14_HP_IM3_8_[5829.2,10780.5].npy",0.0,7.0,11.0,3.0,4.0,15.0,9.0,7.0,25.0,45.0,44.0,37.0,7.0,30.0,14.0,35.0,0.0,2.0,1.0,0.0,15.0,44.0,65.0,70.0,-1.0,2661.3255280554836,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,25.0,15.0,10.0,0.0,8.0,4.0,4.0,0.0,1.0,0.0,0.0,30.0,41.0,37.0,39.0,-1.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",15.0,43.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,20.0,22.0,0.2,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,9.0,11.0,18.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,17.0,38.0,37.0,28.0,-1.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",0.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,6.0,11.0,12.0,17.0,2.0,12.0,7.0,8.0,0.0,0.0,0.0,2.0,12.0,45.0,58.0,68.0,-1.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",11.0,21.0,37.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,21.0,24.0,0.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",26.0,71.0,34.0,21.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,10.0,28.0,28.0,23.0,0.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",10.0,46.0,46.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,13.0,19.0,0.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",14.0,32.0,46.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,22.0,11.0,0.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",30.0,69.0,49.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,25.0,22.0,22.0,0.26666666666666666,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",0.0,19.0,20.0,17.0,0.0,1.0,1.0,0.0,0.0,7.0,6.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0,28.0,33.0,33.0,-1.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",10.0,56.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,18.0,16.0,20.0,0.2,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",0.0,0.0,0.0,4.0,0.0,1.0,1.0,3.0,6.0,6.0,5.0,17.0,0.0,5.0,2.0,2.0,0.0,0.0,2.0,0.0,7.0,33.0,36.0,38.0,-1.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",7.0,19.0,14.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,25.0,26.0,0.2857142857142857,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",17.0,42.0,44.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,24.0,23.0,14.0,0.23529411764705882,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",9.0,16.0,4.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,16.0,21.0,22.0,0.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,6.0,6.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,7.0,32.0,35.0,32.0,-1.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,14.0,18.0,12.0,10.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0,49.0,32.0,44.0,-1.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,17.0,10.0,9.0,0.0,3.0,9.0,8.0,0.0,0.0,1.0,0.0,7.0,46.0,48.0,68.0,-1.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,12.0,16.0,22.0,19.0,-1.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",12.0,41.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,15.0,21.0,0.16666666666666666,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",2.0,11.0,17.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,24.0,22.0,39.0,0.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",30.0,42.0,33.0,16.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,22.0,29.0,0.1,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",0.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,4.0,11.0,12.0,14.0,1.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,19.0,35.0,34.0,26.0,-1.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",0.0,20.0,20.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,28.0,37.0,17.0,-1.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",28.0,19.0,21.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,25.0,35.0,33.0,0.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",0.0,0.0,3.0,19.0,0.0,0.0,3.0,2.0,11.0,8.0,8.0,9.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,17.0,35.0,31.0,36.0,-1.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",4.0,40.0,32.0,37.0,1.0,0.0,1.0,0.0,1.0,10.0,6.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,28.0,33.0,36.0,0.0,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__27975-12_HP_IM3_1_[18896,14710].npy",6.0,21.0,30.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,23.0,15.0,0.16666666666666666,1858.3130353536283,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",0.0,5.0,0.0,1.0,4.0,18.0,14.0,15.0,0.0,2.0,8.0,1.0,2.0,21.0,14.0,15.0,0.0,1.0,1.0,2.0,37.0,81.0,90.0,118.0,-1.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",13.0,22.0,32.0,31.0,2.0,8.0,15.0,17.0,0.0,2.0,2.0,2.0,0.0,2.0,10.0,7.0,1.0,0.0,2.0,1.0,28.0,89.0,76.0,95.0,0.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",19.0,60.0,53.0,62.0,8.0,11.0,8.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,12.0,41.0,43.0,57.0,0.2631578947368421,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",23.0,42.0,44.0,37.0,6.0,10.0,12.0,9.0,1.0,0.0,1.0,1.0,0.0,2.0,8.0,4.0,0.0,1.0,0.0,1.0,13.0,47.0,61.0,70.0,0.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",0.0,0.0,1.0,2.0,12.0,18.0,9.0,12.0,0.0,8.0,6.0,6.0,10.0,29.0,25.0,15.0,1.0,1.0,0.0,1.0,30.0,86.0,106.0,76.0,-1.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",0.0,2.0,6.0,6.0,8.0,20.0,18.0,18.0,5.0,17.0,4.0,4.0,6.0,18.0,16.0,19.0,0.0,3.0,1.0,0.0,46.0,110.0,101.0,92.0,-1.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",1.0,2.0,4.0,2.0,3.0,18.0,8.0,13.0,3.0,3.0,4.0,8.0,13.0,16.0,13.0,12.0,0.0,2.0,0.0,0.0,31.0,79.0,75.0,76.0,1.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",27.0,103.0,79.0,76.0,3.0,4.0,4.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,14.0,26.0,44.0,34.0,0.14814814814814814,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",34.0,85.0,79.0,102.0,0.0,3.0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,2.0,11.0,36.0,44.0,17.0,0.6764705882352942,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",3.0,22.0,27.0,22.0,10.0,17.0,21.0,15.0,0.0,3.0,2.0,4.0,0.0,5.0,16.0,6.0,0.0,3.0,2.0,0.0,36.0,83.0,72.0,103.0,0.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",30.0,88.0,56.0,51.0,2.0,6.0,9.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,10.0,25.0,43.0,74.0,0.1,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",14.0,38.0,41.0,30.0,2.0,8.0,12.0,9.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,5.0,0.0,3.0,1.0,0.0,22.0,84.0,78.0,89.0,0.14285714285714285,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",0.0,13.0,20.0,24.0,12.0,19.0,16.0,18.0,0.0,1.0,2.0,4.0,4.0,16.0,4.0,7.0,2.0,2.0,0.0,0.0,41.0,87.0,94.0,85.0,-1.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",0.0,1.0,2.0,1.0,3.0,10.0,13.0,15.0,9.0,18.0,9.0,17.0,10.0,22.0,27.0,26.0,1.0,1.0,1.0,0.0,38.0,108.0,108.0,95.0,-1.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",0.0,0.0,2.0,1.0,6.0,24.0,18.0,26.0,1.0,1.0,1.0,5.0,11.0,18.0,23.0,16.0,0.0,0.0,3.0,2.0,36.0,91.0,97.0,108.0,-1.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",26.0,74.0,59.0,49.0,1.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,7.0,15.0,44.0,44.0,56.0,0.5,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",29.0,60.0,94.0,66.0,2.0,6.0,12.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,7.0,47.0,24.0,33.0,0.5172413793103449,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",42.0,84.0,88.0,80.0,0.0,5.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,10.0,27.0,27.0,29.0,0.6428571428571429,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",1.0,12.0,33.0,31.0,3.0,21.0,13.0,10.0,0.0,5.0,6.0,2.0,8.0,5.0,12.0,4.0,0.0,0.0,0.0,2.0,44.0,93.0,87.0,87.0,0.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",26.0,97.0,101.0,95.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,21.0,38.0,22.0,32.0,0.11538461538461539,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",30.0,49.0,55.0,50.0,0.0,10.0,12.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,5.0,18.0,50.0,52.0,55.0,0.26666666666666666,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",1.0,0.0,0.0,0.0,5.0,12.0,17.0,19.0,3.0,6.0,9.0,20.0,12.0,25.0,19.0,30.0,0.0,1.0,0.0,3.0,42.0,89.0,106.0,102.0,1.0,4367.0,0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",24.0,35.0,24.0,37.0,5.0,12.0,24.0,10.0,0.0,1.0,2.0,1.0,0.0,5.0,3.0,12.0,0.0,2.0,2.0,1.0,15.0,71.0,76.0,83.0,0.75,4367.0,0
